Pattern,Repository Name,Description,Stars,Forks,created_year,updated_year,Contributors,URL
Command,TutorialUnityMultiplayer,How to use Command Design Pattern to make custom networking for Unity?,55,1,2020,2024,1,https://github.com/Ideefixze/TutorialUnityMultiplayer
Command,okdp,A design pattern library developed in modern c++.,54,17,2020,2025,2,https://github.com/lkimuk/okdp
Command,JavaCode,"I specifically cover the following topics: Java primitive data types, declaration statements, expression statements, importing class libraries, excepting user input, checking for valid input, catching errors in input, math functions, if statement, relational operators, logical operators, ternary operator, switch statement, and looping.   How class variables differ from local variables, Java Exception handling, the difference between run time and checked exceptions, Arrays, and UML Diagrams.  Monsters gameboard, Java collection classes, Java ArrayLists, Linked Lists, manipulating Strings and StringBuilders, Polymorphism, Inheritance, Protected, Final, Instanceof, interfaces, abstract classes, abstract methods.  You need interfaces and abstract classes because Java doesn't allow you to inherit from more than one other class.  Java threads, Regular Expressions, Graphical User Interfaces (GUI) using Java Swing and its components, GUI Event Handling, ChangeListener, JOptionPane, combo boxes, list boxes, JLists, DefaultListModel, using JScrollpane with JList, JSpinner, JTree, Flow, Border, and Box Layout Managers.  Created a calculator layout with Java Swing's GridLayout, GridBagLayout, GridBagConstraints, Font, and Insets.  JLabel, JTextField, JComboBox, JSpinner, JSlider, JRadioButton, ButtonGroup, JCheckBox, JTextArea, JScrollPane, ChangeListener, pack, create and delete files and directories. How to pull lists of files from directories and manipulate them, write to and read character streams from files. PrintWriter, BufferedWriter, FileWriter, BufferedReader, FileReader, common file exceptions  Binary Streams - DataOutputStream, FileOutputStream, BufferedOutputStream, all of the reading and writing primitive type methods, setup Java JDBC in Eclipse, connect to a MySQL database, query it and get the results of a query.  JTables, JEditorPane Swing component. HyperlinkEvent and HyperlinkListener.  Java JApplet, Java Servlets with Tomcat, GET and POST methods, Java Server Pages, parsing XML with Java, Java XPath, JDOM2 library, and 2D graphics.   *Created a Java Paint Application using swing, events, mouse events, Graphics2D, ArrayList  *Designed a Java Video Game like Asteroids with collision detection and shooting torpedos which also played sound in a JFrame, and removed items from the screen when they were destroyed.  Rotating polygons, and Making Java Executable.  Model View Controller (MVC) The Model is the class that contains the data and the methods needed to use the data. The View is the interface. The Controller coordinates interactions between the Model and View.  DESIGN PATTERNS:  Strategy design patternis used if you need to dynamically change an algorithm used by an object at run time. The pattern also allows you to eliminate code duplication. It separates behavior from super and subclasses.  The Observer pattern is a software design pattern in which an object, called the subject (Publisher), maintains a list of its dependents, called observers (Subscribers), and notifies them automatically of any state changes, usually by calling one of their methods.  The Factory design pattern is used when you want to define the class of an object at runtime. It also allows you to encapsulate object creation so that you can keep all object creation code in one place  The Abstract Factory Design Pattern is like a factory, but everything is encapsulated.  The Singleton pattern is used when you want to eliminate the option of instantiating more than one object. (Scrabble letters app)  The Builder Design Pattern is used when you want to have many classes help in the creation of an object. By having different classes build the object you can then easily create many different types of objects without being forced to rewrite code. The Builder pattern provides a different way to make complex objects like you'd make using the Abstract Factory design pattern.  The Prototype design pattern is used for creating new objects (instances) by cloning (copying) other objects. It allows for the adding of any subclass instance of a known super class at run time. It is used when there are numerous potential classes that you want to only use if needed at runtime. The major benefit of using the Prototype pattern is that it reduces the need for creating potentially unneeded subclasses.  Java Reflection is an API and it's used to manipulate classes and everything in a class including fields, methods, constructors, private data, etc. (TestingReflection.java)  The Decorator allows you to modify an object dynamically. You would use it when you want the capabilities of inheritance with subclasses, but you need to add functionality at run time. It is more flexible than inheritance. The Decorator Design Pattern simplifies code because you add functionality using many simple classes. Also, rather than rewrite old code you can extend it with new code and that is always good. (Pizza app)  The Command design pattern allows you to store a list of commands for later use. With it you can store multiple commands in a class to use over and over. (ElectronicDevice app)  The Adapter pattern is used when you want to translate one interface of a class into another interface. Allows 2 incompatible interfaces to work together. It allows the use of the available interface and the target interface. Any class can work together as long as the Adapter solves the issue that all classes must implement every method defined by the shared interface. (EnemyAttacker app)   The Facade pattern basically says that you should simplify your methods so that much of what is done is in the background. In technical terms you should decouple the client from the sub components needed to perform an operation. (Bank app)  The Bridge Pattern is used to decouple an abstraction from its implementation so that the two can vary independently. Progressively adding functionality while separating out major differences using abstract classes. (EntertainmentDevice app)  In a Template Method pattern, you define a method (algorithm) in an abstract class. It contains both abstract methods and non-abstract methods. The subclasses that extend this abstract class then override those methods that don't make sense for them to use in the default way. (Sandwich app)  The Iterator pattern provides you with a uniform way to access different collections of Objects. You can also write polymorphic code because you can refer to each collection of objects because they'll implement the same interface. (SongIterator app)  The Composite design pattern is used to structure data into its individual parts as well as represent the inner workings of every part of a larger object. The composite pattern also allows you to treat both groups of parts in the same way as you treat the parts polymorphically. You can structure data, or represent the inner working of every part of a whole object individually. (SongComponent app)  The flyweight design pattern is used to dramatically increase the speed of your code when you are using many similar objects. To reduce memory usage the flyweight design pattern shares Objects that are the same rather than creating new ones. (FlyWeightTest app)  State Pattern allows an object to alter its behavior when its internal state changes. The object will appear to change its class. (ATMState)  The Proxy design pattern limits access to just the methods you want made accessible in another class. It can be used for security reasons, because an Object is intensive to create, or is accessed from a remote location. You can think of it as a gate keeper that blocks access to another Object. (TestATMMachine)  The Chain of Responsibility pattern has a group of objects that are expected to between them be able to solve a problem. If the first Object can't solve it, it passes the data to the next Object in the chain. (TestCalcChain)  The Interpreter pattern is used to convert one representation of data into another. The context cantains the information that will be interpreted. The expression is an abstract class that defines all the methods needed to perform the different conversions. The terminal or concrete expressions provide specific conversions on different types of data. (MeasurementConversion)  The Mediator design pattern is used to handle communication between related objects (Colleagues). All communication is handled by a Mediator Object and the Colleagues don't need to know anything about each other to work together. (TestStockMediator)  The Memento design pattern provides a way to store previous states of an Object easily. It has 3 main classes: 1) Memento: The basic object that is stored in different states.  2) Originator: Sets and Gets values from the currently targeted Memento. Creates new Mementos and assigns current values to them.  3) Caretaker: Holds an ArrayList that contains all previous versions of the Memento. It can store and retrieve stored Mementos. (TestMemento)  The Visitor design pattern allows you to add methods to classes of different types without much altering to those classes. You can make completely different methods depending on the class used with this pattern. (VisitorTest)",53,34,2016,2024,1,https://github.com/rick2785/JavaCode
Command,vuecommander,VueCommander is a Vuejs application framework utilizing the classic (GoF) command and observer design patterns,50,9,2019,2023,0,https://github.com/jschatz1/vuecommander
Command,python-design-patterns,Python Design Pattern Examples,32,2,2022,2024,1,https://github.com/dori-dev/python-design-patterns
Command,Java-Design-Concepts,"A look into some java design concepts. Including OO design patterns, other concepts which can be shown in a runtime and command line application.",27,7,2012,2024,1,https://github.com/billyyarosh/Java-Design-Concepts
Command,command-lib,"Java library for Command Design Pattern, support code generation by Annotation Processing, compatible with Android",17,5,2016,2020,1,https://github.com/derron/command-lib
Command,design-patterns-in-arabic,Design patterns بالمختصر المفيد 🎈,17,3,2022,2025,2,https://github.com/Abd-Beltaji/design-patterns-in-arabic
Command,clean-architecture-dotnet,"This repository is a sandbox to experiment with new techniques, concepts, and technologies using Clean Architecture concepts. Here you will find Domain-Driven Design (DDD), Command Query Responsibility Segregation (CQRS), SOLID Design Principles, Design Patterns, and more.",13,0,2022,2025,1,https://github.com/j-didi/clean-architecture-dotnet
Command,javaDesignPatterns,"대표적인 디자인 패턴들을 Java로 구현. Singleton, Factory, Command, Iterators, Proxy, Template Method, State, Facade, Observer, Adapter, Decorator, Composite",12,2,2021,2024,1,https://github.com/bluedskim/javaDesignPatterns
Command,Design-Patterns-,Repository created for solving the exercises in the book and also understanding the specific standards,11,4,2018,2022,1,https://github.com/edward-mn/Design-Patterns-
Command,Typescript-OOP-pattern,Examples of design patterns written in TypeScript with a detailed explanation.,11,2,2022,2024,1,https://github.com/pestsov-v/Typescript-OOP-pattern
Command,use-cqrs,React hooks library for applying Command and Query Responsibility Segregation (CQRS) design pattern and Single Responsibility Principle (SRP) in frontend development.,10,4,2022,2024,1,https://github.com/thachp/use-cqrs
Command,OnionArchitecture_CQRS_Dapper,Integrated CQRS (Command Query Responsible Segregation) Design Pattern with Dapper as ORM Tool(Object Relation mapping) followed by Onion Architecture,9,4,2021,2024,1,https://github.com/JayKrishnareddy/OnionArchitecture_CQRS_Dapper
Command,Maze-Runner," A game close to bomberman, but aim to escaping a maze. Game included random maze generation, nice gui and animation along with a lot other features moreover implemented bunch of Design patterns such as Singleton, Flyweight, Factory, Command and much more.",8,3,2017,2023,4,https://github.com/youssefAli11997/Maze-Runner
Command,patterns,"Design Patterns, PHP 8, Abstract Factory, Adapter, Builder, Chain of Responsibility, Command, Composite, Decorator, Dependency Injection, Facade, Factory Method, Mediator, Mock Object, Observer, Proxy, Repository Criteria, Singleton, State, Strategy, Template Method, Visitor",8,0,2021,2024,1,https://github.com/d-alejandro/patterns
Command,MarsRover,"A loosely coupled, test-driven C# .NET solution to the (in)famous Mars Rover problem, using the Command Design Pattern",7,12,2012,2022,1,https://github.com/microcosm/MarsRover
Command,design_patterns,C++ 设计模式  Common design pattern examples:(Factory AbstractFactory Adapter Bridge Command Visistor Observer....etc),7,1,2018,2024,1,https://github.com/cf-zhang/design_patterns
Command,inventory-management-system,JavaFX app which implements various design patterns and oop principles.,7,0,2024,2025,1,https://github.com/yaeby/inventory-management-system
Command,ultimate-board-game-system,"Java | An object-oriented framework for implemeting any 2-player board game such as Tic-Tac-Toe, Othello, Reversi and Checkers. Uses well known design patterns such as Command, Strategy, vistor, and state",6,2,2019,2024,1,https://github.com/psprao95/ultimate-board-game-system
Command,typescript_design_patterns,Implementations of design patterns (GOF) in Typescript,5,0,2018,2022,1,https://github.com/Uncleseneca/typescript_design_patterns
Command,yii2-command-handler,"A Yii2 extension that provides the framework with the Command Design Pattern. Useful to create commands in a main process and execute them in another processes such as crons, console controllers, etc.",5,3,2015,2019,1,https://github.com/jlorente/yii2-command-handler
Command,UndoRedo,"A general purpose, functional style to the command design pattern.",5,1,2013,2022,1,https://github.com/mako-taco/UndoRedo
Command,CQRS-Command-Query-Responsibility-Segregation-,"I performed Crud management with CQRS + Mediator Design Pattern by keeping the person's annual to-do list on a Jquerybased Schedule. Technologies I Use: Asp.Net Core 7.0, C#, Entity Framework Code First, MSSQL, CQRS, Mediator, MediatR",5,0,2023,2024,1,https://github.com/zehrasbr/CQRS-Command-Query-Responsibility-Segregation-
Command,chaintown,Simple implementation of the pipeline or chain of command design pattern.,4,2,2018,2024,1,https://github.com/ziolmar/chaintown
Command,commandmosaic,Implementing Java services based on the command design pattern,4,2,2020,2024,1,https://github.com/peter-gergely-horvath/commandmosaic
Command,t21-dependency-process-engine,Command design pattern implementation with dependencies,4,1,2016,2023,1,https://github.com/worldline-spain/t21-dependency-process-engine
Command,tree.rb,Tree visitor is an implementation of visitor design pattern. Contains the command tree.rb that is a 'clone' of tree unix command. ,4,2,2010,2019,2,https://github.com/26fe/tree.rb
Command,Pizza-Delivery-System,"A pizza delivery system that showcases the usage of Observer, Abstract Factory, Singleton, Command, and Iterator design patterns. ",4,2,2017,2021,1,https://github.com/DuyguKeskek/Pizza-Delivery-System
Command,DesignPatterns,Collection of all the Design Patters with code example from HeadFirst Book,4,1,2018,2023,1,https://github.com/jaychakra/DesignPatterns
Command,KFox,"Command framework built around Kord, built to be robust and scalable, following Kord's convention and design patterns.",4,0,2022,2023,3,https://github.com/WinteryFox/KFox
Command,SoftwareEngineeringDesignPatterns,"Here, I have implemented various Software Engineering design patterns separately using Java, including Abstract Factory, Adapter, Bridge, Builder, Chain of Responsibility, Command, Decorator, Facade, Factory, Iterator, Observer, Prototype, Proxy, Singleton, and Strategy.",4,1,2020,2024,1,https://github.com/Rofiquldk1/SoftwareEngineeringDesignPatterns
Command,Design-Patterns---PMS---Patient-Information-System-Simple,"Simple Project For Singleton, Abstract Factory, Command, Iterator, Decarator Observer and Adapter Design Patterns, All in One",4,0,2020,2021,0,https://github.com/muammersahin/Design-Patterns---PMS---Patient-Information-System-Simple
Command,Isabelle,"Isabelle is a Discord Bot that incorporates three design patterns: Singleton, Strategy, and Command. Unit tests were made using jest. ",4,0,2020,2023,5,https://github.com/andreidimaano/Isabelle
Command,UstaDonerciDesignPattern,"A term project about usage of multiple design pattern. In this project used Decorator Pattern, Factory Pattern, Template Method Pattern, Command Pattern. ",4,0,2020,2022,1,https://github.com/Scankiran/UstaDonerciDesignPattern
Command,Software-Design-Principles-And-Patterns-in-Golang,"SOLID Design Principles: Single Responsibility Principle, Open-Closed Principle, Liskov Substitution Principle, Interface Segregation Principle and Dependency Inversion Principle  Creational Design Patterns: Builder, Factories (Factory Method and Abstract Factory), Prototype and Singleton  Structrural Design Patterns: Adapter, Bridge, Composite, Decorator, Façade, Flyweight and Proxy  Behavioral Design Patterns: Chain of Responsibility, Command, Interpreter, Iterator, Mediator, Memento, Observer, State, Strategy, Template Method and Visitor",4,0,2021,2025,1,https://github.com/piyushkumar96/Software-Design-Principles-And-Patterns-in-Golang
Command,stubkit,"StubKit is a command-line tool (CLI) for generating code files from predefined or custom templates. With support for different frameworks like NestJS and the ability to add your own templates, StubKit makes it easy to quickly create files based on design patterns.",4,0,2024,2024,1,https://github.com/Miguel-Leite/stubkit
Command,design-pattern-command,Want to learn more about design patterns in Java? Check out this post to learn more about how to use the command design pattern in this tutorial.,3,5,2020,2023,1,https://github.com/BrijeshSaxena/design-pattern-command
Command,Command,Command design pattern for javascript,3,1,2013,2013,1,https://github.com/mako-taco/Command
Command,repository-service-command,Creating Repository design pattern with services,3,0,2021,2025,1,https://github.com/mrmarchone/repository-service-command
Command,Command-Design-Pattern,Hey everyone here is the implementation of Command  Design Pattern ,3,0,2023,2023,1,https://github.com/akshatsh0610/Command-Design-Pattern
Command,2024GA,"Design Pattern Unity (Singleton, Command, StateMachine, Observer,...Addressable)",3,0,2024,2024,1,https://github.com/mindongun123/2024GA
Command,cordcutter,The circuit breaker design pattern for nextocord application commands,3,0,2023,2024,1,https://github.com/teaishealthy/cordcutter
Command,TerminalTrader,"A command-line trading application for buying and selling stock, among other trading operations, built using the MVC design pattern, Flask web microframework, Jinja template engine, and SQLite RDBMS.",3,3,2018,2024,1,https://github.com/matthewmuccio/TerminalTrader
Command,ika,PHP 5.3 library to use command/transaction design pattern,3,0,2012,2018,1,https://github.com/devster/ika
Command,simple-action,A very simple GitHub action implementing the command design pattern,3,1,2021,2023,1,https://github.com/Link-/simple-action
Command,Clike,This package provides an implementation of the command design pattern to allow easy implementation of command line shell applications.,3,2,2018,2023,2,https://github.com/DeGraciaMathieu/Clike
Command,dataobjectexception.powershell.oop,"PowerShell : How to call the PowerShell commands (cmdlet) through the use of design patterns (factory, strategy,...)",3,0,2020,2024,1,https://github.com/thierry-sinassamy/dataobjectexception.powershell.oop
Command,KataATM,"In China, people could use ATMs of banks to check balance of their accounts, deposit and withdraw money, and even recharge prepaid units to their electricity cards. Now try to use TDD to implement this kata and refactor it to Command design pattern.",3,3,2013,2021,1,https://github.com/wubin28/KataATM
Command,nfwjs,"Nfw.js makes it easy to build modular web apps using plain old web standards. Nfw.js does not use compilers, directives, special syntax, command line tools, or anything else that adds complexity to web development. Nfw.js simply uses JavaScript, HTML5, and a few well-established software design patterns.",3,0,2018,2018,1,https://github.com/AppSotoLLC/nfwjs
Command,Clean-Architecture-with-partitioned-repository-pattern-using-Azure-Cosmos-DB,"This project provides a starting point to build a web API to work with Azure Cosmos DB using ASP.NET Core and Azure Cosmos DB .NET SDK V3, based on Clean Architecture and repository design pattern.  Partition key is also implemented through the repository pattern in order to support large scale Cosmos DB. A RESTful API application is created with popular architecture features (see list below) Clean Architecture is promoted by Microsoft on their .NET application architecture guide page. The e-book written by Steve ""ardalis"" Smith (@ardalis) is beautifully written and well explains the beauty and benefits of using Clean Architecture. For more details, please see Architect Modern Web Applications with ASP.NET Core and Azure  This project uses the newer Cosmos DB .NET SDK V3, because it adds support for stream APIs and Cosmos DB Change Feed processor APIs, as well as performance improvements.  Goals The primary goal of the project is to provide a basic solution structure for anyone who is building a new ASP.NET Core web or API project using Cosmos DB. Please watch for this repository to get notification when I make updates to the repo.  For a detailed discussion, please see my recent article, Clean Architecture — ASP.NET Core API using Partitioned Repository Pattern and Azure Cosmos DB (link: https://medium.com/swlh/clean-architecture-with-partitioned-repository-pattern-using-azure-cosmos-db-62241854cbc5)  Getting Started Download the Azure CosmosDB emulator in order to run the API project locally. Here is a download link: https://docs.microsoft.com/en-us/azure/cosmos-db/local-emulator-release-notes#download. Start the emulator Set the API project as your Startup project in Visual Studio The swagger UI page should be loaded at: https://localhost:5001/swagger/index.html Features supported ASP.NET Core 3.1 Azure Cosmos DB .NET SDK V3 Repository Design Pattern Partition Key REST API Swagger UI OData support IMemoryCache Cache service (Non-distributed in-memory cache) Serilog for structured logging MediatR Command/Query pattern MediatR pipeline behaviour for exception handling FluentValidation for validation AutoMapper to mapping Database initial creation Sample data seeding Email Sender using SendGrid CRUD endpoints using Cosmos DB Cosmos DB Point read using partition key and ID Search data in Cosmos DB using SQL query directly (demonstration purpose, not recommended in production) Search data in Cosmos DB using Parameterized Query Search data in Cosmos DB using LINQ and IQueryable Search data in Cosmos DB using Specification Pattern to abstract out query-specific logic ASP.NET Core Identity (TODO) Identity Service (TODO) Cosmos DB Change Feed (TODO) Cosmos DB Stored Procedure for Transaction (TODO) Acknowledgement Special thanks to Steve Smith (@ardalis) for sharing the CleanArchitecture repository and the e-book. I absolutely love it!  Thanks to Azure-Samples/PartitionedRepository for sample code using Cosmos DB .NET SDK V2, which helped me understand Cosmos DB .NET SDK V2 and compare SDK V2 against V3.",3,0,2020,2022,1,https://github.com/NaraP/Clean-Architecture-with-partitioned-repository-pattern-using-Azure-Cosmos-DB
Command,burger,"# Node Express Handlebars  ### Overview  In this assignment, you'll create a burger logger with MySQL, Node, Express, Handlebars and a homemade ORM (yum!). Be sure to follow the MVC design pattern; use Node and MySQL to query and route data in your app, and Handlebars to generate your HTML.  ### Read This  When trying to connect remotely to your Heroku database on an open network such as a coffee shop, library, or even your University WiFi, it will be blocked. If you are experiencing a Heroku connection error, this could be why.  ### Important  * **This assignment must be deployed.** Be sure to utilize the [MYSQL Heroku Deployment Guide](../../03-Supplemental/MySQLHerokuDeploymentProcess.pdf) in order to deploy your assignment.  ### Before You Begin  * Eat-Da-Burger! is a restaurant app that lets users input the names of burgers they'd like to eat.  * Whenever a user submits a burger's name, your app will display the burger on the left side of the page -- waiting to be devoured.  * Each burger in the waiting area also has a `Devour it!` button. When the user clicks it, the burger will move to the right side of the page.  * Your app will store every burger in a database, whether devoured or not.  * [Check out this video of the app for a run-through of how it works](https://youtu.be/msvdn95x9OM).  ### Commits  Having an active and healthy commit history on GitHub is important for your future job search. It is also extremely important for making sure your work is saved in your repository. If something breaks, committing often ensures you are able to go back to a working version of your code.  * Committing often is a signal to employers that you are actively working on your code and learning.    * We use the mantra “commit early and often.”  This means that when you write code that works, add it and commit it!    * Numerous commits allow you to see how your app is progressing and give you a point to revert to if anything goes wrong.  * Be clear and descriptive in your commit messaging.    * When writing a commit message, avoid vague messages like ""fixed."" Be descriptive so that you and anyone else looking at your repository knows what happened with each commit.  * We would like you to have well over 200 commits by graduation, so commit early and often!  ### Submission on BCS  * **This assignment must be deployed.** * Please submit both the deployed Heroku link to your homework AND the link to the Github Repository!  ## Instructions  #### App Setup  1. Create a GitHub repo called `burger` and clone it to your computer.  2. Make a package.json file by running `npm init` from the command line.  3. Install the Express npm package: `npm install express`.  4. Create a server.js file.  5. Install the Handlebars npm package: `npm install express-handlebars`.  6. Install MySQL npm package: `npm install mysql`.  7. Require the following npm packages inside of the server.js file:    * express  #### DB Setup  1. Inside your `burger` directory, create a folder named `db`.  2. In the `db` folder, create a file named `schema.sql`. Write SQL queries this file that do the following:     * Create the `burgers_db`.    * Switch to or use the `burgers_db`.    * Create a `burgers` table with these fields:      * **id**: an auto incrementing int that serves as the primary key.      * **burger_name**: a string.      * **devoured**: a boolean.  3. Still in the `db` folder, create a `seeds.sql` file. In this file, write insert queries to populate the `burgers` table with at least three entries.  4. Run the `schema.sql` and `seeds.sql` files into the mysql server from the command line  5. Now you're going to run these SQL files.     * Make sure you're in the `db` folder of your app.     * Start MySQL command line tool and login: `mysql -u root -p`.     * With the `mysql>` command line tool running, enter the command `source schema.sql`. This will run your schema file and all of the queries in it -- in other words, you'll be creating your database.     * Now insert the entries you defined in `seeds.sql` by running the file: `source seeds.sql`.     * Close out of the MySQL command line tool: `exit`.  #### Config Setup  1. Inside your `burger` directory, create a folder named `config`.  2. Create a `connection.js` file inside `config` directory.     * Inside the `connection.js` file, setup the code to connect Node to MySQL.     * Export the connection.  3. Create an `orm.js` file inside `config` directory.     * Import (require) `connection.js` into `orm.js`     * In the `orm.js` file, create the methods that will execute the necessary MySQL commands in the controllers. These are the methods you will need to use in order to retrieve and store data in your database.       * `selectAll()`      * `insertOne()`      * `updateOne()`     * Export the ORM object in `module.exports`.  #### Model setup  * Inside your `burger` directory, create a folder named `models`.    * In `models`, make a `burger.js` file.      * Inside `burger.js`, import `orm.js` into `burger.js`      * Also inside `burger.js`, create the code that will call the ORM functions using burger specific input for the ORM.      * Export at the end of the `burger.js` file.  #### Controller setup  1. Inside your `burger` directory, create a folder named `controllers`.  2. In `controllers`, create the `burgers_controller.js` file.  3. Inside the `burgers_controller.js` file, import the following:     * Express    * `burger.js`  4. Create the `router` for the app, and export the `router` at the end of your file.  #### View setup  1. Inside your `burger` directory, create a folder named `views`.     * Create the `index.handlebars` file inside `views` directory.     * Create the `layouts` directory inside `views` directory.       * Create the `main.handlebars` file inside `layouts` directory.       * Setup the `main.handlebars` file so it's able to be used by Handlebars.       * Setup the `index.handlebars` to have the template that Handlebars can render onto.       * Create a button in `index.handlebars` that will submit the user input into the database.  #### Directory structure  All the recommended files and directories from the steps above should look like the following structure:  ``` . ├── config │   ├── connection.js │   └── orm.js │  ├── controllers │   └── burgers_controller.js │ ├── db │   ├── schema.sql │   └── seeds.sql │ ├── models │   └── burger.js │  ├── node_modules │  ├── package.json │ ├── public │   └── assets │       ├── css │       │   └── burger_style.css │       └── img │           └── burger.png │    │ ├── server.js │ └── views     ├── index.handlebars     └── layouts         └── main.handlebars ```  ### Reminder: Submission on BCS  * Please submit both the deployed Heroku link to your homework AND the link to the Github Repository!  - - -  ### Minimum Requirements  Attempt to complete homework assignment as described in instructions. If unable to complete certain portions, please pseudocode these portions to describe what remains to be completed. Hosting on Heroku and adding a README.md are required for this homework. In addition, add this homework to your portfolio, more information can be found below.   - - -  ### Hosting on Heroku  Now that we have a backend to our applications, we use Heroku for hosting. Please note that while **Heroku is free**, it will request credit card information if you have more than 5 applications at a time or are adding a database.  Please see [Heroku’s Account Verification Information](https://devcenter.heroku.com/articles/account-verification) for more details.  - - -  ### Create a README.md  Add a `README.md` to your repository describing the project. Here are some resources for creating your `README.md`. Here are some resources to help you along the way:  * [About READMEs](https://help.github.com/articles/about-readmes/)  * [Mastering Markdown](https://guides.github.com/features/mastering-markdown/)  - - -  ### Add To Your Portfolio  After completing the homework please add the piece to your portfolio. Make sure to add a link to your updated portfolio in the comments section of your homework so the TAs can easily ensure you completed this step when they are grading the assignment. To receive an 'A' on any assignment, you must link to it from your portfolio.  - - -  ### One More Thing  This is a really tough homework assignment, but we want you to put in your best effort to finish it.  If you have any questions about this project or the material we have covered, please post them in the community channels in slack so that your fellow developers can help you! If you're still having trouble, you can come to office hours for assistance from your instructor and TAs.  ### Reminder  When trying to connect remotely to your Heroku database on an open network such as a coffee shop, library, or even your University WiFi, it will be blocked. If you are experiencing a Heroku connection error, this could be why.  **Good Luck!**",3,2,2019,2024,1,https://github.com/CaptainEFFF/burger
Command,Diamond.Core-Patterns,C# libraries to support common design patterns.,2,2,2019,2024,3,https://github.com/porrey/Diamond.Core-Patterns
Command,CommandMapper,Behaviour Design Pattern,2,1,2015,2019,2,https://github.com/vicboma1/CommandMapper
Command,SE-311-Design-Pattern-Project-Patient-Management-System,"This project was for our Design Patterns course. We used 5 different design patterns which are Observer, Abstract Factory, Template Method, Singleton, Command, in one project.",2,2,2018,2025,1,https://github.com/efeuruk/SE-311-Design-Pattern-Project-Patient-Management-System
Command,command-design-pattern,Demo of the command design pattern.,2,0,2020,2020,1,https://github.com/darren-finch/command-design-pattern
Command,elixir_command,messin with the Command design pattern done with elixir,2,0,2014,2022,0,https://github.com/markhaskamp/elixir_command
Command,TextEditor,"Text editor based on GOF Design pattern book(Observer, Command, Visitor, Strategy, Composite,Command Design patterns)",2,1,2012,2023,1,https://github.com/sjmaharjan/TextEditor
Command,Aladdin-2D-Game,"Developed a 2D game in Greenfoot using JAVA which involved implementing Gang of Four design patterns and using Agile Scrum Methodology. Design patterns include Observer pattern, Command Pattern, State Pattern, Template Method Pattern and Factory Method Pattern.",2,2,2017,2024,6,https://github.com/pavankothawade/Aladdin-2D-Game
Command,k8s-commander,A golang library to create Kubernetes recipes following the command design pattern.,2,0,2020,2022,1,https://github.com/spirosoik/k8s-commander
Command,DesignPatterns,"DesignPatterns - Padrões Comportamentais - Técnicas de (Strategy, Chain of Responsibility, Template Method, State, Command e Observer)",2,0,2021,2025,1,https://github.com/marcello222/DesignPatterns
Command,deforestation-data-feeder,This analytics API consists of a stack of services representing not only a data model abstraction but also a command query responsability segregation design pattern,2,2,2019,2025,5,https://github.com/terrabrasilis/deforestation-data-feeder
Command,Command-Factory-Singleton-Adapter-Facade-Design-Patterns-With-WPF,"In this project; command, factory, singleton, adapter and facade design patterns were applied on the ready-made WPF codes. This project was written for object oriented programming lecture.",2,0,2021,2022,1,https://github.com/kamilhan-karaismailoglu/Command-Factory-Singleton-Adapter-Facade-Design-Patterns-With-WPF
Command,SoftwareDesignArchitecture,A simple java command line game demonstrating some Software Design Principles and Design Patterns,2,0,2016,2019,1,https://github.com/AlexJuca/SoftwareDesignArchitecture
Command,17DesignPatternsInUnity,"About We implemented 14 C# Design Patterns across 3 Unity Video Games to enhance performance. Patterns include Observer, Strategy, Command, Visitor, Singleton, Factory, Adapter, Object Pool, MVC, Null Object, Factory, Flyweight, Sandbox and Decorator",2,0,2023,2024,1,https://github.com/tamerayoub/17DesignPatternsInUnity
Command,TheCommandPattern,"In object-oriented programming, the command pattern is a behavioral design pattern in which an object is used to encapsulate all information needed to perform an action or trigger an event at a later time. This information includes the method name, the object that owns the method and values for the method parameters.",2,0,2021,2021,1,https://github.com/RuslanPr0g/TheCommandPattern
Command,money-transfer-app,A RESTful API server and command line application utilizing the MVC design pattern. Program requires user authentication and authorization to initiate and complete fictitious money transfers between users.,2,0,2023,2024,1,https://github.com/nicole440/money-transfer-app
Command,backend-api-,"In the world of software development, creating applications that are easy to maintain, scalable, and efficient is a top priority. To achieve this, developers use various design patterns and libraries. One such combination that has gained popularity is the CQRS (Command Query Responsibility Segregation) pattern with MediatR in ASP.NET Core.",2,0,2023,2024,1,https://github.com/master12-ctr/backend-api-
